,,,These are the population desnities in people per square mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_name,county_name,Area in sq mi,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009
Michigan,Muskegon County,499.25,315.3249875,317.0756134,316.6750125,314.672008,313.0696044,313.0696044,315.2729094,315.4732098,315.0726089,316.6750125,315.6514772,317.5763645,312.6970456,309.4561843,310.1532298,311.7756635,312.0921382,313.1597396,315.7596395,317.2058087,319.1587381,321.8487732,324.0340511,325.6184276,326.5177767,327.7315974,330.0190285,332.3304957,334.1992989,336.5788683,341.4822233,342.9984977,344.1382073,345.4782173,346.6279419,348.3365048,348.7070606,349.0415623,349.6624937,348.424637
Michigan,Newaygo County,813.2,34.4220364,34.92375799,35.78455485,37.13723561,37.87506149,39.10477127,39.71962617,40.82636498,41.81013281,42.54795868,42.93777668,43.71003443,43.83546483,43.42474176,43.74200689,44.31997049,44.74545007,45.38121003,45.98868667,46.40555829,47.20732907,48.28824397,50.03566158,51.39203148,52.35366454,53.40383669,54.45400885,55.36891294,56.28258731,57.00442696,59.02975898,59.7491392,59.89178554,60.29758977,60.52385637,60.70831284,60.49311363,60.5656665,60.34431874,59.86965076
Michigan,Oakland County,867.66,1046.34419,1055.597815,1060.207916,1081.183874,1095.820944,1103.312357,1109.420741,1128.206901,1149.298112,1163.243667,1166.116912,1153.531337,1149.262384,1148.842865,1160.916719,1175.890326,1193.870871,1212.712353,1224.669802,1235.876956,1252.159832,1266.997441,1284.594196,1297.947353,1311.397322,1326.503469,1338.715626,1348.513243,1354.282784,1359.95436,1378.900721,1384.197727,1382.630293,1385.294931,1388.072517,1387.352189,1386.623793,1385.003342,1385.740958,1389.378328
Michigan,Oceana County,512.07,35.12019841,36.51844474,37.88544535,38.47130275,39.83830336,41.40058976,41.79116136,42.37701877,42.76759037,43.35344777,42.96678189,43.19331341,42.72658035,42.4824731,42.35358447,42.92577187,42.79688324,42.54496456,43.43156209,43.5057707,44.02327807,44.49586971,44.76341125,45.12273713,45.97223036,46.75337356,47.41734528,48.15552561,48.3234714,48.62616439,52.60999473,52.88144199,53.74460523,54.11955397,54.56480559,54.4202941,54.66635421,54.34803835,54.23867831,53.85396528
Michigan,Ogemaw County,563.49,21.12371116,21.65078351,22.5381107,23.78036877,25.02262684,25.90995404,26.44235035,26.44235035,27.68460842,28.74940105,29.16821949,29.74853147,29.90825037,30.21526558,30.68199968,30.60391489,30.52583009,31.06000106,32.28096328,32.66783794,33.31558679,34.22243518,34.77080339,35.21801629,35.98999095,36.54545777,36.92345916,37.17013612,37.41858773,37.62444764,38.49580294,38.48692967,38.5170988,38.5206481,38.47983105,38.34495732,38.0734352,37.81433566,37.6102504,37.68301123
Michigan,Ontonagon County,1311.23,8.0443553,8.236541263,8.236541263,8.541598347,8.312805534,8.694126888,8.694126888,8.389069805,8.084012721,7.855219908,7.520419759,7.794208491,7.866659549,7.639392021,7.321370011,7.011737071,6.884375739,6.909542948,6.782181616,6.712781129,6.772267261,6.766166119,6.699816203,6.656345569,6.57779337,6.548812947,6.392471191,6.174355376,5.980644128,5.847944297,5.949375777,5.879212648,5.819726516,5.719057679,5.62372734,5.510856219,5.390358671,5.298078903,5.128772222,5.009799959
Michigan,Osceola County,566.39,26.19749642,28.07252953,29.30842706,29.66154063,30.191211,30.89743816,32.13333569,33.01611963,33.19267642,33.01611963,33.41866911,34.45858861,34.44976077,34.65633221,34.6951747,34.80640548,34.94235421,34.83112343,35.23190734,35.29899892,35.70331397,35.9328378,36.30007592,37.14754851,37.80080863,38.38874274,38.87250834,38.88663289,39.08614206,39.23091862,41.01590777,41.17304331,41.48025212,41.58795176,41.58971733,41.32488215,41.04945356,40.79697735,40.397959,40.08368792
Michigan,Oscoda County,565.73,8.353808354,8.661375568,9.191663868,9.721952168,10.0754777,10.42900323,10.42900323,10.78252877,11.48957983,11.6663426,12.12239054,12.55545932,12.62086154,12.57667085,12.65974935,12.68803139,12.65444647,13.02211302,13.61603592,13.70795256,13.89355346,14.13041557,14.47333534,14.6819154,14.96120057,15.35361391,15.45083344,15.62229332,15.71420996,15.73011861,16.63337635,16.68463755,16.52908631,16.573277,16.35762643,15.98995987,15.93339579,15.82910576,15.70360419,15.3907341
Michigan,Otsego County,514.97,20.23807212,21.16628153,22.33139795,23.8848865,25.24418898,25.63256112,26.4093054,27.18604967,27.57442181,28.54535216,29.11431734,29.9706779,29.9706779,29.94543371,30.01728256,30.62896868,31.23677107,32.28537585,33.01163175,34.17092258,35.03310872,36.07200419,37.06041129,38.20610909,39.01780686,40.29749306,41.29949317,42.27042352,43.17144688,44.11713304,45.48420296,46.07064489,46.70174962,46.90758685,46.99108686,47.14449385,47.06487757,46.74641241,45.94442395,45.4628425
Michigan,Ottawa County,563.47,227.485048,229.6484285,232.8429198,242.4263936,245.4434131,249.3477914,252.8972261,258.7537935,266.2076064,274.0163629,278.9394289,286.4784283,286.8422454,288.1431132,292.941949,298.0904041,303.1075301,309.6739844,318.4393135,326.1611088,335.5458143,343.0883632,349.638845,356.3685733,363.7638206,372.7137203,382.1569915,391.3872966,400.0337196,408.6481978,425.0270644,432.1472306,437.1696807,442.3092622,447.8020125,451.3319254,455.8379328,459.3110547,463.007791,464.8996397
Michigan,Presque Isle County,658.72,19.48627641,19.88705368,20.19067282,21.10153024,21.10153024,21.40514938,21.55695895,21.86057809,21.86057809,21.86057809,21.65867136,21.6799247,21.3292446,21.13492835,20.92998543,20.95882924,20.89355113,20.87988827,20.89506923,20.80701967,20.88747875,20.98311878,21.0787588,21.19565217,21.4324751,21.73913043,21.85298761,21.80289045,22.06552101,22.15812485,21.81655332,21.63134564,21.54633228,21.44006558,21.38085985,21.25485791,21.08483119,20.96793782,20.60663104,20.39713384
Michigan,Roscommon County,519.64,19.03625587,20.78361943,22.13070587,24.82487876,25.78708337,27.32661073,28.48125625,29.63590178,30.21322454,31.36787006,31.51027635,32.8804557,33.18066354,33.20760527,33.96004926,34.28912324,34.78754522,35.54961127,36.58301901,37.19690555,38.33423139,39.16365176,39.90647371,40.96297437,41.84435378,43.16064968,43.93041336,44.66168886,44.94457701,45.34292972,49.12439381,49.46501424,49.53429297,50.01731968,49.7074898,49.52467093,49.30528828,48.86652298,48.05057347,47.49826803
Michigan,Saginaw County,800.11,274.6409869,278.9616428,280.0864881,281.4612991,282.3361788,282.0862131,282.5861444,283.5860069,283.8359726,283.3360413,285.0345577,280.1264826,276.1182837,272.1925735,270.8502581,268.7630451,268.6780568,267.585707,266.865806,265.3422654,265.0273087,265.2785242,265.2110335,264.7810926,264.8010899,264.4623864,264.1749259,263.4050318,262.5039057,261.520291,262.3776731,261.6677707,261.2815738,260.1917236,259.6817938,257.9970254,255.8748172,252.472785,251.0379823,250.0281211
Michigan,St. Clair County,721.17,165.3978951,173.4681143,176.3800491,178.1826754,181.0946101,182.7585729,184.283872,187.0571433,190.3850687,192.7423492,192.4677954,194.1567176,192.1849217,190.4710401,190.9840953,191.6427472,193.5465979,195.8553462,197.4735499,198.9489302,202.8689491,205.8418958,207.6833479,209.4582415,211.324653,213.6542008,215.7397008,218.3867881,221.1198469,224.2952425,228.4260299,229.9818351,231.2547666,233.5413287,235.1928117,235.165079,236.1440437,235.6656544,234.1861142,232.3474354
Michigan,St. Joseph County,500.59,94.6722867,96.48614635,99.28284624,101.8797819,103.6776604,104.6764818,105.8750674,107.0736531,108.6717673,110.6694101,112.0338001,115.2979484,114.8484788,113.7617611,115.0142831,116.1029985,116.5284964,117.2556383,117.4673885,117.9188558,117.6831339,118.0087497,118.4402405,119.1514013,119.7826565,120.7894684,121.6224855,122.0659622,122.1378773,122.7511536,124.8886314,124.7947422,124.3193032,124.7088436,124.5550251,124.5650133,124.5270581,124.6688907,124.3992089,123.3005054
Michigan,Sanilac County,962.57,36.5490302,37.50376596,38.4387629,39.47764838,40.20486822,40.72431096,41.2437537,41.34764225,41.86708499,42.07486209,42.37509999,42.71066,41.86604611,41.2582981,41.30712572,41.08168757,41.32582565,41.58139148,41.39335321,41.31439791,41.56373043,41.85357948,42.35120563,42.78338199,43.17400293,43.62487923,44.06744445,44.37807121,44.72505896,45.14061315,46.26157059,46.30104824,46.1888486,45.91458284,45.99665479,45.71511682,45.62888933,45.19047965,44.63883146,43.69967898
Michigan,Schoolcraft County,1171.36,7.022606201,7.085780631,7.171151482,7.171151482,7.085780631,7.256522333,7.512634886,7.512634886,7.598005737,7.427264035,7.320550471,7.377748941,7.364943314,7.313720803,7.312013386,7.168590357,7.091756591,6.979920776,6.988457861,7.055047125,7.106269635,7.038826663,7.230057369,7.334209807,7.34445431,7.427264035,7.353845103,7.425556618,7.497268133,7.502390384,7.616787324,7.534831307,7.453728999,7.431532578,7.486169922,7.39567682,7.374334107,7.223227701,6.978213359,6.938089059
Michigan,Shiawassee County,530.67,118.859178,122.6751088,123.617314,126.2554883,128.5167807,130.0243089,129.8358679,130.778073,132.6624833,134.5468935,134.0569469,134.7070684,132.5060772,130.5783255,130.3540807,130.1185294,130.9533232,131.7711572,132.0613564,131.3528181,131.7127405,132.5268057,133.3107204,134.3151111,134.9916144,135.5682439,136.1203761,136.2767822,136.5990163,136.3295457,135.1254075,135.5399778,135.6323139,135.9281663,136.8326832,136.0977632,136.0751503,135.2045527,133.4935082,131.9200256
Michigan,Tuscola County,803.13,60.51697733,62.00739606,63.12801165,64.62216578,65.86729421,66.73888412,67.61047402,68.35755108,69.47816667,70.10073089,70.92376079,71.27239675,69.93512881,69.01373377,69.03490095,68.67007832,68.75972757,68.93031016,69.35116357,69.10587327,69.15692354,69.38976255,69.82555751,70.37590427,70.6747351,71.33838855,71.85511686,72.16141845,72.17386973,72.46024927,72.55736929,72.43659183,72.26476411,72.41916004,72.16017332,71.57496296,71.02461619,70.60251765,69.80937084,68.97388966
Michigan,Van Buren County,607.47,92.47041006,95.80720036,99.09954401,100.4164815,101.7334189,104.2026767,104.8611454,106.3427001,107.165786,108.6473406,109.9873245,111.4441865,110.6688396,110.0301249,109.4951191,109.3519022,110.1321876,111.3421239,112.7430161,114.341449,115.7291718,117.1152485,118.7861129,120.4355771,121.4825423,122.3484287,123.6851203,124.0324625,124.5114985,124.9724266,125.6885114,126.3222875,127.1815892,127.7890266,128.4277413,128.2730011,128.5479118,128.2614779,128.3651868,128.7750835
Michigan,Washtenaw County,705.97,331.6047424,334.5751236,342.0825248,349.5899259,363.1882375,355.5391872,359.6470105,364.6047282,368.0043061,372.3954276,375.0017706,371.7806706,368.6261456,368.5879003,369.331558,371.9251526,376.9097837,382.0516453,387.1920903,395.6669547,401.7805289,404.1800643,406.8529824,407.1079508,408.4026233,412.7328357,418.2769806,423.9386943,428.8949955,433.5495843,459.6385116,466.3569273,472.5682394,477.4126379,482.4879244,487.0716886,490.1653045,492.6654107,488.3592787,492.319787
Michigan,Wayne County,612.08,4362.776108,4360.541106,4333.583845,4237.354594,4167.919226,4100.771141,4021.859888,3948.666841,3894.588943,3844.595478,3819.50562,3717.110508,3646.580512,3593.481244,3563.517841,3549.848059,3542.118677,3530.752516,3489.839563,3467.378447,3445.315972,3457.356881,3468.388119,3473.104823,3472.637564,3481.83244,3491.867076,3476.854333,3457.946674,3441.53542,3363.543981,3365.285584,3356.131551,3343.481244,3328.074761,3308.627957,3281.809567,3236.89387,3184.263495,3146.399164
Michigan,Wexford County,565,34.89734513,35.92920354,37.16814159,38.9380531,39.2920354,40.53097345,41.0619469,42.12389381,43.00884956,43.89380531,44.42831858,45.67079646,45.41415929,45.16106195,45.39646018,45.95575221,45.58230088,45.75575221,46.11150442,46.45840708,46.7539823,47.23185841,47.89734513,48.82300885,49.76460177,50.51858407,50.83893805,51.55044248,51.53628319,52.31858407,54.02477876,54.31858407,54.42831858,55.01238938,55.27256637,55.85840708,55.98230088,56.10973451,56.06017699,55.8460177
Minnesota,Minnesota,79626.74,47.79930712,48.37570896,48.56408789,48.79014261,48.95340435,49.30504501,49.69436147,49.98320916,50.29717404,50.71160768,51.18845755,51.63759059,51.88520841,52.01089483,52.21493433,52.54894273,52.81156807,53.18735892,53.95377231,54.47988954,55.09811151,55.60228888,56.15579641,56.78631324,57.34289762,57.83791977,58.36887206,58.87125355,59.35708281,59.97367216,61.96358158,62.57713175,63.01222429,63.39405582,63.78942551,64.13122024,64.6559937,65.1942551,65.68857396,66.13625021
Minnesota,Aitkin County,1821.66,6.259675241,6.367818363,6.587398307,6.642293293,6.642293293,6.642293293,6.752083265,6.971663208,7.08145318,7.136348166,7.358123909,7.287858327,7.272487731,7.376788204,7.256019235,7.175872556,7.011736548,6.953547863,6.884929131,6.815761448,6.831680994,6.870656434,6.951901013,7.069376283,7.251627636,7.384473502,7.521162017,7.596917098,7.785206899,7.846140334,8.425831385,8.416499237,8.531229757,8.584477894,8.669565122,8.698659464,8.760141849,8.790883041,8.723362208,8.588869493
Minnesota,Anoka County,423.01,365.7407626,375.8776388,387.9340914,403.3001584,413.4654027,420.5574336,426.9402615,430.4862769,441.3607243,453.1807759,463.3412922,473.3292357,480.3314342,485.4778847,493.813385,504.3828751,516.0847261,531.5098934,549.3250751,562.2396634,580.052481,595.9882745,610.4938418,622.2240609,639.0061701,651.9325784,665.145032,677.6340985,691.056949,706.7161533,708.6711898,721.0278717,730.5548332,737.9589135,749.781329,757.6085672,766.9180398,772.9675421,777.754663,783.8632656
Minnesota,Becker County,1315.2,18.5310219,18.93248175,19.08454988,19.76885645,19.76885645,20.52919708,21.06143552,21.28953771,21.97384428,22.27798054,22.3053528,22.41484185,22.13959854,21.84382603,21.74878345,21.47201946,21.424118,21.28953771,21.31614964,21.24087591,21.23099148,21.4408455,21.62484793,21.66438564,21.88184307,22.07192822,22.11602798,22.28558394,22.42624696,22.6254562,22.86040146,23.01779197,23.28619221,23.61846107,23.88381995,23.95681265,24.16134428,24.22293187,24.28451946,24.38868613
Minnesota,Beltrami County,2504.94,10.52839589,10.89846463,11.25775468,11.37751802,11.61704472,11.53720249,11.73680807,11.85657141,12.05617699,12.05617699,12.36836012,12.75838942,13.09532364,13.0438254,13.06937492,13.17835956,13.08654099,13.15520531,13.30530871,13.52766933,13.77438182,14.06141464,14.29694923,14.50573666,14.91293205,15.08419363,15.2330994,15.44587894,15.43510024,15.65306953,15.88820491,16.13531661,16.38322674,16.61516843,16.78842607,17.02755355,17.17206799,17.26069287,17.47826295,17.70501489
Minnesota,Benton County,408.3,51.04335048,52.41244183,52.16752388,54.86162136,55.10653931,58.53539064,57.55571883,58.7803086,59.75998041,60.49473426,61.68748469,63.16433995,63.63703159,64.19054617,64.89590987,65.68944404,67.16629929,68.61621357,70.46044575,72.12588783,74.42811658,76.04947343,77.38427627,78.65050208,79.32157727,80.50942934,81.36174382,82.5593926,83.55131031,85.30982121,84.50159197,87.4283615,90.03183933,92.31202547,93.47538575,94.67548371,95.5498408,96.84300759,97.71981386,98.43987264
Minnesota,Big Stone County,499.02,15.91318985,16.43220713,16.03142159,15.83102882,16.03142159,16.23181436,15.83102882,15.63063605,15.83102882,15.43024328,15.46230612,15.48635325,15.3520901,15.10159913,14.88717887,14.39621658,13.93531321,13.52651196,13.22391888,12.91731794,12.54659132,12.3642339,12.04560939,12.01555048,12.02957797,11.78509879,11.71095347,11.37629754,11.32619935,11.16388121,11.58670995,11.3803054,11.37028576,11.19794798,10.88533526,10.87130776,10.72702497,10.70898962,10.62282073,10.52262434
Minnesota,Blue Earth County,747.84,69.96416346,71.40564827,71.53936671,68.73127942,70.60333761,69.66730852,69.53359007,69.53359007,68.86499786,69.26615319,69.95346598,70.41078306,70.54316431,70.50304878,70.569908,70.73571887,70.72368421,70.68356868,71.54605263,71.6944801,72.3817929,72.45667522,72.07958922,71.22379119,71.73058408,72.17854086,72.27615533,71.77738554,71.84290757,72.03947368,74.811457,75.56429183,76.19544288,77.11141421,77.49652332,78.1851733,79.36590715,80.19496149,81.0440736,81.58162174
Minnesota,Brown County,611.09,47.27126937,48.11075292,48.43803695,48.11075292,47.61982687,47.61982687,46.9652588,47.45618485,47.29254283,47.12890082,46.87525569,46.84252729,46.87525569,46.84743655,46.57742722,46.00140732,45.26501825,44.87882309,44.87882309,44.35189579,44.14243401,44.11461487,44.30280319,44.52862917,44.40426124,44.34535011,44.70045329,44.5711761,44.29625751,44.02461176,43.98042841,44.01479324,43.91660803,43.57623263,43.36840727,42.67620154,42.63038178,42.42582926,42.13454647,41.89726554
Minnesota,Carlton County,861.38,32.58956558,33.08644268,33.43472103,33.08644268,32.85425712,33.08644268,33.43472103,34.01518494,34.71174162,35.29220553,34.75353503,34.67807472,34.59100513,34.59216606,34.40061297,34.1138638,33.55894031,33.50205484,33.49160649,33.72959669,34.03492071,34.20905988,34.42731431,34.81622513,35.22138893,35.22138893,35.58011563,35.81230119,36.34052335,36.5599387,36.82811303,37.15549467,37.66049827,38.17478929,38.69952866,39.0350368,39.10933618,39.06754278,39.57138545,39.85116905
Minnesota,Carver County,354.33,79.95653769,82.12683092,87.48906387,91.72240567,92.56907403,95.95574747,97.08463861,99.62464369,102.1646488,103.8579855,104.5522535,107.1317698,108.7009285,109.499619,111.0320887,113.4761381,116.4535885,120.6248412,126.1959191,130.6804391,136.5506731,141.4839274,146.383315,152.7135721,159.4445856,166.7372224,173.569836,178.1672452,182.9396325,189.1541783,199.9830666,206.3302571,213.6031383,221.2372647,228.6569018,236.9062738,244.1509327,249.2591652,254.4577089,259.9469421
Minnesota,Cass County,2021.54,8.569209612,8.805168337,9.052504526,9.20090624,9.20090624,9.448242429,9.64611138,9.89344757,10.04184928,10.23971823,10.41285357,10.41532693,10.40790684,10.51376673,10.67849263,10.64534958,10.67948198,10.58005283,10.61665859,10.6700832,10.82293697,10.96688663,11.31018926,11.6139181,11.82217517,12.2030729,12.47613206,12.80113181,13.01483028,13.37693046,13.49317847,13.65691503,13.79146591,13.85527865,14.01901521,14.1802784,14.20798005,14.16741692,14.20055997,14.11498165
Minnesota,Chippewa County,581.12,25.9997935,26.32846916,25.64014317,25.81222467,25.81222467,26.15638767,26.67263216,26.32846916,26.15638767,25.98430617,25.71069659,25.45085352,25.26844714,25.06539097,25.0808783,24.58872522,24.07248073,23.58204846,23.37038822,22.99180892,22.71992015,22.70959526,22.51170154,22.53235132,22.58397577,22.53751377,22.43598568,22.50309747,22.46007709,22.41877753,22.4841685,22.27594989,22.11419328,21.82681718,21.66678139,21.71152258,21.58074064,21.35875551,21.3002478,21.20216134
Minnesota,Chisago County,414.86,42.16362146,44.83440197,47.9679892,49.41426023,51.82471195,53.51202815,54.71725401,55.6814347,58.57397676,60.74338331,61.98958685,63.08875283,63.86491829,64.68688232,65.60526443,66.37419852,67.09492359,67.55290942,70.08629417,71.81699851,74.0587186,75.81352746,78.17094924,81.6227161,85.37578942,89.08065371,91.90329268,95.35505954,98.70799788,101.9669286,100.1277539,103.868775,107.8002218,111.6834595,115.0315769,117.1455431,119.0281059,120.3345707,121.3083932,122.0291183
Minnesota,Clay County,1045.37,44.5851708,45.53411711,45.24713738,45.15147747,45.24713738,45.24713738,46.01241666,46.20373648,46.96901576,46.96901576,47.18616375,47.25886528,47.0244985,47.30191224,46.8178731,46.98527794,46.51845758,46.68681902,47.3468724,47.89691688,48.28242632,48.44696136,48.87647436,49.11753733,49.3652965,49.5719219,49.45713001,49.41503965,49.28589877,49.4724356,49.06492438,49.13953911,49.24859141,49.4657394,50.32572199,50.98960177,51.72522647,52.26953136,53.31318098,54.29943465
Minnesota,Clearwater County,998.94,8.021502793,8.208701223,8.509019561,8.509019561,8.408913448,8.509019561,8.709231786,8.809337898,8.709231786,8.709231786,8.770296514,8.760285903,8.718241336,8.693214808,8.708230725,8.734258314,8.585100206,8.539051394,8.493002583,8.327827497,8.32182113,8.244739424,8.201693795,8.266762769,8.310809458,8.302800969,8.273770196,8.287785052,8.249744729,8.154643923,8.384887981,8.33883917,8.354856148,8.283780808,8.283780808,8.243738363,8.206699101,8.240735179,8.254750035,8.250745791
Minnesota,Cook County,1452.28,2.356983502,2.410003581,2.478860826,2.478860826,2.410003581,2.478860826,2.754289806,2.823147052,2.547718071,2.823147052,2.817638472,2.848624232,2.825901341,2.827278486,2.794227009,2.763929821,2.737075495,2.679235409,2.644806787,2.649626794,2.66546396,2.727435481,2.809375603,2.936072934,3.023521635,3.129561792,3.190156168,3.259701986,3.271407718,3.285867739,3.573691024,3.575068169,3.599168204,3.621891095,3.646679704,3.647368276,3.702454072,3.72999697,3.780951332,3.767868455
Minnesota,Cottonwood County,638.61,23.31156731,23.17533393,22.70556365,23.17533393,23.33192402,23.64510421,23.48851412,23.64510421,23.64510421,23.8016943,23.25989258,22.90286716,22.68050923,22.47537621,22.16845962,21.85058173,21.35262523,21.01282473,20.65423341,20.24396737,19.7992515,19.49390082,19.58628897,19.57062996,19.53774604,19.42030347,19.23709306,19.00533972,18.83935422,18.64674841,19.00220792,18.87536994,18.72817526,18.61386449,18.60916678,18.23178466,17.87162744,17.71033964,17.58819937,17.40655486
Minnesota,Crow Wing County,999.1,34.85737163,36.43278951,37.5337804,37.93414073,38.03423081,38.73486138,38.83495146,39.6356721,40.23621259,40.93684316,41.75958363,41.67150435,41.76058453,41.8496647,42.24702232,42.40716645,42.47622861,42.49524572,43.13081774,43.8294465,44.48003203,45.44089681,46.60994895,47.80402362,48.74787309,49.61665499,50.59853868,51.14302873,51.78760885,52.65538985,55.36082474,56.18556701,57.24251827,58.22039836,59.0071064,59.78380542,60.82274047,61.66249625,62.40116104,62.77950155
Minnesota,Dakota County,562.17,248.6934557,256.5060391,267.5347315,282.8325951,295.1064625,296.8852838,312.7167939,320.0099614,328.1925396,339.0433499,345.5876336,355.9777292,364.3275166,369.3402352,380.6588754,393.5535514,407.2931675,429.1780067,453.6528096,472.428269,494.2401765,510.0752441,527.2639949,543.3569917,552.3311454,566.7449348,582.4234662,595.499582,608.4618532,621.0416778,636.6508352,646.818578,654.9709163,661.6414963,670.1656083,678.1863137,685.920629,694.2455129,700.0160094,705.3026665
Minnesota,Dodge County,439.28,29.67810963,30.04917137,30.50446185,30.73210708,30.27681661,30.73210708,31.18739756,31.64268803,32.32562375,33.00855946,33.63003096,33.82580586,34.26516117,34.7181752,34.76370424,34.71362229,34.67264615,34.61573484,35.02094336,35.26224731,35.99981788,36.41640867,36.88763431,37.41121836,37.65707521,37.97350209,38.25578219,38.80896012,39.08441085,39.60116554,40.64378073,41.18785285,42.06883992,42.59925332,43.35958842,43.80577308,44.22008742,44.19732289,44.76415953,45.01001639
Minnesota,Douglas County,637.3,35.94853287,36.24666562,37.81578534,38.75725718,38.75725718,39.85564099,40.3263769,41.42476071,42.0524086,42.99388043,43.68272399,44.05146713,44.13933783,44.37470579,44.65087086,44.88623882,44.69009885,44.33077044,44.79209164,45.00078456,45.0274596,45.56252942,45.90145928,46.50243214,46.87117527,47.29954496,47.82990742,48.1939432,48.76353366,49.07265024,51.65385219,52.17009258,52.81186255,53.61054448,54.30252628,55.17024949,55.74454731,56.44123647,56.83979288,57.10026675
Minnesota,Faribault County,712.48,29.32854256,29.47451157,28.63238266,28.77273748,28.35167303,28.63238266,28.49202785,28.0709634,27.93060858,27.36918931,27.66954862,27.3425219,27.09128677,26.69969683,26.48495396,26.13968111,25.60352571,25.07438805,24.72490456,24.22945205,23.69610375,23.37749832,23.32135639,23.23293285,23.18100157,23.12626319,22.95924096,23.03082192,22.82169324,22.80344711,22.66168875,22.32764428,22.11851561,21.83920952,21.70727599,21.25533348,21.08269706,20.83847968,20.56759488,20.35986975
Minnesota,Fillmore County,861.3,25.44525717,25.54278416,25.54278416,25.4266806,25.19447347,25.54278416,25.77499129,25.4266806,25.31057703,25.65888773,25.46151167,25.45570649,25.31057703,25.20143968,25.08417508,24.93207941,24.63021015,24.30976431,24.28306049,24.23661906,24.11006618,23.9184953,23.96493672,23.95680947,23.99976779,24.04620922,24.17856728,24.03227679,24.10658307,24.0195054,24.56403112,24.60234529,24.64646465,24.63601533,24.5570649,24.47579241,24.35156159,24.42122373,24.26912806,24.19366075
Minnesota,Freeborn County,707.09,53.83190259,54.87278847,54.73136376,53.59996606,52.75141778,52.18571893,52.46856836,52.60999307,52.18571893,51.90286951,51.37818382,50.83369868,50.28355655,49.98232191,49.51703461,48.75475541,48.08157377,47.4522338,47.47061902,47.02654542,46.738039,46.26426622,46.03798668,46.11859876,45.8074644,45.07064164,44.99568655,44.6732382,44.63363928,44.5530272,46.02242996,45.86403428,45.20499512,45.0932696,44.92638844,44.51908526,44.35644685,44.17400897,43.80913321,43.84448939
Minnesota,Goodhue County,756.84,45.98594155,47.30193964,48.35896623,48.88747952,49.01960784,49.68024946,50.34089107,50.4730194,50.4730194,50.86940437,51.19840389,51.56572063,51.76391311,51.72955975,51.977961,52.02552719,52.07045082,52.27524972,52.99138523,53.35738069,53.92817504,54.2703874,54.45536705,55.19000053,55.41065483,55.68680302,55.91670631,56.45578986,56.98694572,57.30008985,58.34126103,58.87109561,59.31240421,59.37714709,59.76031922,59.75107024,60.05232282,60.41039057,60.50684425,60.56233814
Minnesota,Grant County,548.16,13.61281378,13.49970811,13.6821366,13.31727963,13.13485114,13.13485114,13.31727963,13.31727963,13.13485114,13.13485114,13.08194688,12.99802977,12.92323409,12.8976941,12.64959136,12.39784005,12.17527729,11.89068885,11.67359895,11.43096906,11.38718622,11.36711909,11.2211763,11.13543491,11.25036486,11.30691769,11.26313485,11.24124343,11.14273205,11.08617922,11.44009048,11.39630765,11.41819907,11.26495914,11.11171921,11.05151781,10.943885,10.92016929,10.84902218,10.64470228
Minnesota,Hennepin County,553.59,1734.279882,1740.457739,1714.626348,1694.03349,1698.007551,1686.08537,1680.12428,1676.511498,1679.401723,1683.195144,1700.556368,1722.632273,1736.727542,1746.556116,1757.38001,1780.377174,1801.79194,1816.593508,1840.396322,1854.589136,1867.683665,1873.485793,1877.407468,1885.841507,1894.331545,1899.884391,1903.544139,1905.411947,1912.865117,1922.756914,2019.955202,2032.061634,2028.983544,2027.285536,2028.02435,2026.237829,2032.825737,2048.422117,2066.263841,2088.570964
Minnesota,Houston County,552.06,31.80089121,32.06173242,31.51831323,32.60515161,32.60515161,33.32971054,33.87312973,33.87312973,34.23540919,34.95996812,33.29710539,33.49817049,33.29891678,33.30797377,33.51266167,33.46918813,33.31703076,33.13951382,33.40578923,33.38042966,33.58330616,33.58874035,34.07057204,34.39118936,34.4980618,34.68101293,34.76796,34.81867913,34.90019201,35.30232221,35.74792595,36.02506974,35.91276311,35.79683368,35.58490019,35.58852299,35.49251893,35.36209832,34.9762707,34.85852987
Minnesota,Hubbard County,925.68,11.43267652,11.88315617,12.42329963,12.74738571,13.07147178,12.96344309,13.50358655,13.82767263,14.15175871,14.58387348,15.22988506,15.24176821,15.33899404,15.53344568,15.48699335,15.76246651,15.88994037,15.90290381,15.96880131,16.11680062,16.14812894,16.40847809,16.66882724,16.84275344,17.14199291,17.42934924,17.70698297,18.00730274,18.2665716,18.39836661,19.89672457,19.83514822,19.9356149,19.95506006,20.16787659,20.15815401,20.08253392,20.23701495,20.25537983,20.14086941
